university_id,University_Name,Type,State_UT,City_District,Year_of_Establishment,Accreditation_NAAC_Grade,NAAC_Score,Approval_Body,Number_of_Courses_UG,Number_of_Courses_PG,Number_of_Courses_Diploma,Number_of_Courses_PhD,NIRF_Ranking_Overall,NIRF_Ranking_by_stream,Hostel_Capacity_Boys,Hostel_Capacity_Girls,Library_Books_Count,Labs_Count_Smart_Classrooms,Placement_Rate_pct,Median_Package_INR,Top_Recruiters,BI_ME_FRP
199,Tech East University of Science and Technology 199,State,Bihar,City_Bihar_50,1955,A+,3.71,UGC;AICTE,9,17,5,28,84,,102,252,1000,75,77.2,197964,Startups;LocalCompanies;Wipro;TCS,"BasicInfo:Established 1955;Infra:Hostel 354 seats, Library 1000 books;Management:StateRun;Education:UG 9,PG 17,PhD 28;Finance:Moderate;Rankings:NIRF 84;Placement:Rate 77.2% Median 197964"
200,Central East Institute of Science 200,Autonomous,Karnataka,City_Karnataka_1,1985,A+,3.49,NAAC,69,12,11,10,,,31,136,1000,5,88.6,332118,LocalCompanies;StateCorp;LocalBanks;Infosys,"BasicInfo:Established 1985;Infra:Hostel 167 seats, Library 1000 books;Management:StateRun;Education:UG 69,PG 12,PhD 10;Finance:Moderate;Rankings:NIRF ;Placement:Rate 88.6% Median 332118"
201,National Metro Institute of Technology 201,Deemed,Goa,City_Goa_2,1962,A++,3.75,UGC;AICTE,24,18,18,14,,,124,125,1000,47,55.7,601641,ConsultingFirms;Startups;LocalCompanies;StateCorp,"BasicInfo:Established 1962;Infra:Hostel 249 seats, Library 1000 books;Management:StateRun;Education:UG 24,PG 18,PhD 14;Finance:Moderate;Rankings:NIRF ;Placement:Rate 55.7% Median 601641"
202,State West University of Science and Technology 202,Deemed,Himachal Pradesh,City_Himachal_3,2011,A+,3.63,UGC;AICTE,27,95,3,6,,,544,89,1000,1,98.0,224250,LocalBanks;ConsultingFirms;Infosys;TCS,"BasicInfo:Established 2011;Infra:Hostel 633 seats, Library 1000 books;Management:StateRun;Education:UG 27,PG 95,PhD 6;Finance:Moderate;Rankings:NIRF ;Placement:Rate 98.0% Median 224250"
203,Central Metro Institute of Science 203,State,Jharkhand,City_Jharkhand_4,1958,B++,2.93,UGC,47,58,11,13,,,316,0,24659,4,57.7,607331,Infosys;StateCorp;Accenture;LocalBanks,"BasicInfo:Established 1958;Infra:Hostel 316 seats, Library 24659 books;Management:StateRun;Education:UG 47,PG 58,PhD 13;Finance:Moderate;Rankings:NIRF ;Placement:Rate 57.7% Median 607331"
204,National North University 204,State,Himachal Pradesh,City_Himachal_5,1965,B++,2.91,UGC;AICTE,94,56,10,8,,,229,269,44874,2,89.6,222662,Wipro;Accenture;LocalBanks;LocalCompanies,"BasicInfo:Established 1965;Infra:Hostel 498 seats, Library 44874 books;Management:StateRun;Education:UG 94,PG 56,PhD 8;Finance:Moderate;Rankings:NIRF ;Placement:Rate 89.6% Median 222662"
205,Indian Metro University of Science and Technology 205,State,Arunachal Pradesh,City_Arunachal_6,1988,A,3.43,UGC;AICTE;PCI,135,26,12,18,75,,25,167,1000,1,66.9,191926,LocalCompanies;Wipro;Startups;StateCorp,"BasicInfo:Established 1988;Infra:Hostel 192 seats, Library 1000 books;Management:StateRun;Education:UG 135,PG 26,PhD 18;Finance:Moderate;Rankings:NIRF 75;Placement:Rate 66.9% Median 191926"
206,Tech Central Institute of Science 206,State,Chhattisgarh,City_Chhattisgarh_7,2017,B,2.07,UGC,97,42,4,24,,,180,159,32011,1,63.4,510485,StateCorp;LocalBanks;Accenture;Startups,"BasicInfo:Established 2017;Infra:Hostel 339 seats, Library 32011 books;Management:StateRun;Education:UG 97,PG 42,PhD 24;Finance:Moderate;Rankings:NIRF ;Placement:Rate 63.4% Median 510485"
207,Tech North University of Science and Technology 207,State,Arunachal Pradesh,City_Arunachal_8,1958,A++,3.79,AICTE,15,9,12,32,,,202,174,110715,31,72.7,414587,Accenture;StateCorp;Wipro;LocalBanks,"BasicInfo:Established 1958;Infra:Hostel 376 seats, Library 110715 books;Management:StateRun;Education:UG 15,PG 9,PhD 32;Finance:Moderate;Rankings:NIRF ;Placement:Rate 72.7% Median 414587"
208,National Institute of Technology Jamshedpur,Central,Nagaland,Jamshedpur,1965,A,3.19,UGC;AICTE;PCI,57,21,17,20,,,180,0,6102,22,63.2,143081,StateCorp;TCS;Infosys;LocalBanks,"BasicInfo:Established 1965;Infra:Hostel 180 seats, Library 6102 books;Management:StateRun;Education:UG 57,PG 21,PhD 20;Finance:Moderate;Rankings:NIRF ;Placement:Rate 63.2% Median 143081"
209,National South University 209,State,Goa,City_Goa_10,2005,A+,3.75,UGC;AICTE;PCI,19,41,5,7,,,264,370,1000,1,38.1,333557,LocalCompanies;Infosys;LocalBanks;ConsultingFirms,"BasicInfo:Established 2005;Infra:Hostel 634 seats, Library 1000 books;Management:StateRun;Education:UG 19,PG 41,PhD 7;Finance:Moderate;Rankings:NIRF ;Placement:Rate 38.1% Median 333557"
210,Modern Central School of Mines 210,State,Mizoram,City_Mizoram_11,1971,A,3.52,NAAC,35,100,0,21,,,179,247,113479,1,86.1,50000,StateCorp;Accenture;Startups;LocalCompanies,"BasicInfo:Established 1971;Infra:Hostel 426 seats, Library 113479 books;Management:StateRun;Education:UG 35,PG 100,PhD 21;Finance:Moderate;Rankings:NIRF ;Placement:Rate 86.1% Median 50000"
211,State West Institute of Technology 211,State,Ladakh,City_Ladakh_12,1996,A++,3.64,UGC;AICTE;PCI,47,49,5,16,,,138,34,15587,21,56.8,50000,TCS;ConsultingFirms;Startups;LocalBanks,"BasicInfo:Established 1996;Infra:Hostel 172 seats, Library 15587 books;Management:StateRun;Education:UG 47,PG 49,PhD 16;Finance:Moderate;Rankings:NIRF ;Placement:Rate 56.8% Median 50000"
212,Government North University of Science and Technology 212,Central,Meghalaya,City_Meghalaya_13,1955,B++,3.18,UGC;AICTE,43,24,1,35,87,,216,293,71749,54,41.2,435465,StateCorp;Wipro;Infosys;TCS,"BasicInfo:Established 1955;Infra:Hostel 509 seats, Library 71749 books;Management:StateRun;Education:UG 43,PG 24,PhD 35;Finance:Moderate;Rankings:NIRF 87;Placement:Rate 41.2% Median 435465"
213,Modern North Vishwavidyalaya 213,State,Telangana,City_Telangana_14,1965,B++,2.83,UGC,50,30,16,2,95,,214,139,20399,12,92.0,540229,StateCorp;TCS;Wipro;Infosys,"BasicInfo:Established 1965;Infra:Hostel 353 seats, Library 20399 books;Management:StateRun;Education:UG 50,PG 30,PhD 2;Finance:Moderate;Rankings:NIRF 95;Placement:Rate 92.0% Median 540229"
214,Indian North Vishwavidyalaya 214,Deemed,Puducherry,City_Puducherry_15,1951,A,3.26,NAAC,149,40,19,15,72,,218,148,1000,22,38.5,482459,Startups;LocalBanks;Accenture;Wipro,"BasicInfo:Established 1951;Infra:Hostel 366 seats, Library 1000 books;Management:StateRun;Education:UG 149,PG 40,PhD 15;Finance:Moderate;Rankings:NIRF 72;Placement:Rate 38.5% Median 482459"
215,National Central Institute of Science 215,Autonomous,Meghalaya,City_Meghalaya_16,1969,A++,4.0,UGC;AICTE,11,31,17,22,72,,0,0,6586,1,47.6,357964,LocalCompanies;LocalBanks;ConsultingFirms;Startups,"BasicInfo:Established 1969;Infra:Hostel 0 seats, Library 6586 books;Management:StateRun;Education:UG 11,PG 31,PhD 22;Finance:Moderate;Rankings:NIRF 72;Placement:Rate 47.6% Median 357964"
216,Indian South University 216,State,Andaman & Nicobar,City_Andaman_17,1980,A,3.23,UGC,41,93,8,5,,,344,0,36250,1,55.9,983540,LocalCompanies;Wipro;StateCorp;Accenture,"BasicInfo:Established 1980;Infra:Hostel 344 seats, Library 36250 books;Management:StateRun;Education:UG 41,PG 93,PhD 5;Finance:Moderate;Rankings:NIRF ;Placement:Rate 55.9% Median 983540"
217,Modern Metro Institute of Technology 217,State,Goa,City_Goa_18,1962,B++,3.04,UGC;AICTE,24,77,18,3,,,334,2,89735,6,57.9,1061085,StateCorp;Infosys;TCS;Startups,"BasicInfo:Established 1962;Infra:Hostel 336 seats, Library 89735 books;Management:StateRun;Education:UG 24,PG 77,PhD 3;Finance:Moderate;Rankings:NIRF ;Placement:Rate 57.9% Median 1061085"
218,Modern West University of Science and Technology 218,State,Rajasthan,City_Rajasthan_19,1990,B++,2.77,AICTE,24,27,4,37,,,239,362,21058,28,46.7,618292,TCS;Infosys;LocalCompanies;ConsultingFirms,"BasicInfo:Established 1990;Infra:Hostel 601 seats, Library 21058 books;Management:StateRun;Education:UG 24,PG 27,PhD 37;Finance:Moderate;Rankings:NIRF ;Placement:Rate 46.7% Median 618292"
219,Modern North Institute of Technology 219,State,Dadra & Nagar Haveli and Daman & Diu,City_Dadra_20,1995,C,1.78,AICTE,120,41,14,16,,,24,285,45888,1,85.2,173566,TCS;ConsultingFirms;Startups;LocalBanks,"BasicInfo:Established 1995;Infra:Hostel 309 seats, Library 45888 books;Management:StateRun;Education:UG 120,PG 41,PhD 16;Finance:Moderate;Rankings:NIRF ;Placement:Rate 85.2% Median 173566"
220,Government East Institute 220,State,Jharkhand,City_Jharkhand_21,1961,B+,2.6,NAAC,106,67,1,19,,,607,117,145516,9,68.3,772979,Accenture;Infosys;LocalCompanies;Wipro,"BasicInfo:Established 1961;Infra:Hostel 724 seats, Library 145516 books;Management:StateRun;Education:UG 106,PG 67,PhD 19;Finance:Moderate;Rankings:NIRF ;Placement:Rate 68.3% Median 772979"
221,Global Central Institute of Science 221,Autonomous,Meghalaya,City_Meghalaya_22,1962,B++,3.17,AICTE,36,3,1,14,,,169,221,1000,39,63.9,395322,Infosys;Wipro;StateCorp;Startups,"BasicInfo:Established 1962;Infra:Hostel 390 seats, Library 1000 books;Management:StateRun;Education:UG 36,PG 3,PhD 14;Finance:Moderate;Rankings:NIRF ;Placement:Rate 63.9% Median 395322"
222,State Central School of Mines 222,State,Mizoram,City_Mizoram_23,1959,A++,3.74,UGC,55,84,14,8,,,138,60,141631,4,42.1,229010,TCS;LocalBanks;LocalCompanies;StateCorp,"BasicInfo:Established 1959;Infra:Hostel 198 seats, Library 141631 books;Management:StateRun;Education:UG 55,PG 84,PhD 8;Finance:Moderate;Rankings:NIRF ;Placement:Rate 42.1% Median 229010"
223,National Institute of Technology Jalandhar,Central,West Bengal,Jalandhar,2006,A,3.22,UGC,102,89,13,11,50,,328,295,1000,25,62.9,245190,LocalBanks;Wipro;TCS;Infosys,"BasicInfo:Established 2006;Infra:Hostel 623 seats, Library 1000 books;Management:StateRun;Education:UG 102,PG 89,PhD 11;Finance:Moderate;Rankings:NIRF 50;Placement:Rate 62.9% Median 245190"
224,Central Central University 224,State,Meghalaya,City_Meghalaya_25,1987,B++,3.05,UGC;AICTE;PCI,127,9,2,17,53,,98,132,1000,10,22.1,453323,StateCorp;Infosys;Wipro;TCS,"BasicInfo:Established 1987;Infra:Hostel 230 seats, Library 1000 books;Management:StateRun;Education:UG 127,PG 9,PhD 17;Finance:Moderate;Rankings:NIRF 53;Placement:Rate 22.1% Median 453323"
225,Global Metro Institute 225,Central,Dadra & Nagar Haveli and Daman & Diu,City_Dadra_26,1952,C,1.9,NAAC,127,71,15,22,51,,340,267,148856,32,53.2,50000,ConsultingFirms;LocalBanks;Wipro;Infosys,"BasicInfo:Established 1952;Infra:Hostel 607 seats, Library 148856 books;Management:StateRun;Education:UG 127,PG 71,PhD 22;Finance:Moderate;Rankings:NIRF 51;Placement:Rate 53.2% Median 50000"
226,Modern South School of Mines 226,State,Arunachal Pradesh,City_Arunachal_27,1985,A++,3.69,UGC;AICTE,140,47,18,14,88,,0,134,56311,20,26.9,700778,Infosys;TCS;Startups;LocalBanks,"BasicInfo:Established 1985;Infra:Hostel 134 seats, Library 56311 books;Management:StateRun;Education:UG 140,PG 47,PhD 14;Finance:Moderate;Rankings:NIRF 88;Placement:Rate 26.9% Median 700778"
227,Global Metro University of Science and Technology 227,State,Bihar,City_Bihar_28,1978,B++,3.0,UGC;AICTE,95,24,5,15,,,350,366,149115,26,50.2,601780,LocalBanks;ConsultingFirms;Accenture;LocalCompanies,"BasicInfo:Established 1978;Infra:Hostel 716 seats, Library 149115 books;Management:StateRun;Education:UG 95,PG 24,PhD 15;Finance:Moderate;Rankings:NIRF ;Placement:Rate 50.2% Median 601780"
228,Modern Central School of Mines 228,Deemed,Jharkhand,City_Jharkhand_29,1974,B,2.25,UGC;AICTE,143,41,5,31,,,26,157,1000,46,23.3,392979,LocalCompanies;TCS;ConsultingFirms;Startups,"BasicInfo:Established 1974;Infra:Hostel 183 seats, Library 1000 books;Management:StateRun;Education:UG 143,PG 41,PhD 31;Finance:Moderate;Rankings:NIRF ;Placement:Rate 23.3% Median 392979"
229,Government West School of Mines 229,Central,Andhra Pradesh,City_Andhra_30,1992,B,2.31,AICTE,38,45,5,20,87,,202,172,122128,1,51.4,446225,LocalCompanies;ConsultingFirms;TCS;Accenture,"BasicInfo:Established 1992;Infra:Hostel 374 seats, Library 122128 books;Management:StateRun;Education:UG 38,PG 45,PhD 20;Finance:Moderate;Rankings:NIRF 87;Placement:Rate 51.4% Median 446225"
230,Central North University of Science and Technology 230,Deemed,Andaman & Nicobar,City_Andaman_31,1996,C,1.64,NAAC,106,77,3,21,,,183,226,98262,14,45.0,485432,Accenture;LocalBanks;TCS;StateCorp,"BasicInfo:Established 1996;Infra:Hostel 409 seats, Library 98262 books;Management:StateRun;Education:UG 106,PG 77,PhD 21;Finance:Moderate;Rankings:NIRF ;Placement:Rate 45.0% Median 485432"
231,Metro Metro University of Science and Technology 231,Deemed,Jammu & Kashmir,City_Jammu_32,1990,A,3.17,UGC;AICTE;PCI,96,30,18,11,92,,261,172,55469,1,81.2,450825,StateCorp;Accenture;LocalBanks;ConsultingFirms,"BasicInfo:Established 1990;Infra:Hostel 433 seats, Library 55469 books;Management:StateRun;Education:UG 96,PG 30,PhD 11;Finance:Moderate;Rankings:NIRF 92;Placement:Rate 81.2% Median 450825"
232,Central North Institute of Science 232,State,Uttar Pradesh,City_Uttar_33,1954,A,3.26,NAAC,61,83,18,6,97,,347,112,1000,18,85.4,557703,Startups;Infosys;ConsultingFirms;LocalBanks,"BasicInfo:Established 1954;Infra:Hostel 459 seats, Library 1000 books;Management:StateRun;Education:UG 61,PG 83,PhD 6;Finance:Moderate;Rankings:NIRF 97;Placement:Rate 85.4% Median 557703"
233,Indian Institute of Technology Gandhinagar,Central,Karnataka,Gandhinagar,1961,B,2.36,NAAC,119,3,8,13,,,249,344,1000,48,53.5,609376,Wipro;TCS;Infosys;StateCorp,"BasicInfo:Established 1961;Infra:Hostel 593 seats, Library 1000 books;Management:StateRun;Education:UG 119,PG 3,PhD 13;Finance:Moderate;Rankings:NIRF ;Placement:Rate 53.5% Median 609376"
234,Government West University 234,Deemed,Delhi,City_Delhi_35,2003,C,2.0,UGC;AICTE,131,50,11,34,58,,256,41,1000,53,36.2,810668,StateCorp;TCS;ConsultingFirms;Wipro,"BasicInfo:Established 2003;Infra:Hostel 297 seats, Library 1000 books;Management:StateRun;Education:UG 131,PG 50,PhD 34;Finance:Moderate;Rankings:NIRF 58;Placement:Rate 36.2% Median 810668"
235,National West Institute 235,Deemed,Chhattisgarh,City_Chhattisgarh_36,1954,A,3.25,NAAC,71,15,2,21,98,,290,154,1000,42,49.7,342850,Infosys;StateCorp;TCS;LocalBanks,"BasicInfo:Established 1954;Infra:Hostel 444 seats, Library 1000 books;Management:StateRun;Education:UG 71,PG 15,PhD 21;Finance:Moderate;Rankings:NIRF 98;Placement:Rate 49.7% Median 342850"
236,State Central Vishwavidyalaya 236,State,Chandigarh,City_Chandigarh_37,1953,A,3.15,AICTE,116,22,1,6,,,188,151,93044,18,98.0,454079,LocalBanks;Wipro;TCS;Startups,"BasicInfo:Established 1953;Infra:Hostel 339 seats, Library 93044 books;Management:StateRun;Education:UG 116,PG 22,PhD 6;Finance:Moderate;Rankings:NIRF ;Placement:Rate 98.0% Median 454079"
237,Global Metro Vishwavidyalaya 237,Deemed,Odisha,City_Odisha_38,1988,A,3.32,UGC,105,75,17,31,,,432,230,97345,9,48.5,425464,Infosys;LocalCompanies;ConsultingFirms;Startups,"BasicInfo:Established 1988;Infra:Hostel 662 seats, Library 97345 books;Management:StateRun;Education:UG 105,PG 75,PhD 31;Finance:Moderate;Rankings:NIRF ;Placement:Rate 48.5% Median 425464"
238,Indian Metro University of Science and Technology 238,State,Chandigarh,City_Chandigarh_39,1975,A+,3.83,AICTE,48,83,9,5,92,,288,388,78463,43,85.2,444929,Startups;TCS;Infosys;Wipro,"BasicInfo:Established 1975;Infra:Hostel 676 seats, Library 78463 books;Management:StateRun;Education:UG 48,PG 83,PhD 5;Finance:Moderate;Rankings:NIRF 92;Placement:Rate 85.2% Median 444929"
239,Indian Metro University 239,State,Dadra & Nagar Haveli and Daman & Diu,City_Dadra_40,1999,A,3.23,UGC;AICTE,99,25,14,2,,,140,187,61994,1,98.0,443148,Accenture;Startups;Wipro;Infosys,"BasicInfo:Established 1999;Infra:Hostel 327 seats, Library 61994 books;Management:StateRun;Education:UG 99,PG 25,PhD 2;Finance:Moderate;Rankings:NIRF ;Placement:Rate 98.0% Median 443148"
240,Indian North School of Mines 240,State,Jharkhand,City_Jharkhand_41,1962,A+,3.53,NAAC,143,54,18,14,81,,393,311,167625,29,73.2,183443,ConsultingFirms;LocalCompanies;StateCorp;Wipro,"BasicInfo:Established 1962;Infra:Hostel 704 seats, Library 167625 books;Management:StateRun;Education:UG 143,PG 54,PhD 14;Finance:Moderate;Rankings:NIRF 81;Placement:Rate 73.2% Median 183443"
241,Metro Metro School of Mines 241,Deemed,Chandigarh,City_Chandigarh_42,1980,B++,2.93,UGC,106,93,1,32,62,,329,209,141211,67,39.7,197285,ConsultingFirms;Infosys;LocalCompanies;Wipro,"BasicInfo:Established 1980;Infra:Hostel 538 seats, Library 141211 books;Management:StateRun;Education:UG 106,PG 93,PhD 32;Finance:Moderate;Rankings:NIRF 62;Placement:Rate 39.7% Median 197285"
242,Central South Institute 242,State,Himachal Pradesh,City_Himachal_43,1955,A,3.11,UGC;AICTE,56,82,4,38,,,249,224,1000,15,60.8,546143,Accenture;LocalBanks;Startups;LocalCompanies,"BasicInfo:Established 1955;Infra:Hostel 473 seats, Library 1000 books;Management:StateRun;Education:UG 56,PG 82,PhD 38;Finance:Moderate;Rankings:NIRF ;Placement:Rate 60.8% Median 546143"
243,Global Central Institute of Technology 243,State,Rajasthan,City_Rajasthan_44,1985,B++,2.92,UGC,138,55,3,26,71,,233,183,175467,14,33.7,671798,Infosys;ConsultingFirms;Accenture;StateCorp,"BasicInfo:Established 1985;Infra:Hostel 416 seats, Library 175467 books;Management:StateRun;Education:UG 138,PG 55,PhD 26;Finance:Moderate;Rankings:NIRF 71;Placement:Rate 33.7% Median 671798"
244,State Central University 244,Central,Gujarat,City_Gujarat_45,1986,B,2.43,NAAC,110,35,12,31,,,0,221,1000,29,59.4,969583,Startups;LocalCompanies;TCS;Infosys,"BasicInfo:Established 1986;Infra:Hostel 221 seats, Library 1000 books;Management:StateRun;Education:UG 110,PG 35,PhD 31;Finance:Moderate;Rankings:NIRF ;Placement:Rate 59.4% Median 969583"
245,Metro West University 245,State,Sikkim,City_Sikkim_46,1980,A++,3.57,UGC;AICTE,73,49,0,21,,,218,51,155356,1,91.7,662496,Accenture;ConsultingFirms;Infosys;Wipro,"BasicInfo:Established 1980;Infra:Hostel 269 seats, Library 155356 books;Management:StateRun;Education:UG 73,PG 49,PhD 21;Finance:Moderate;Rankings:NIRF ;Placement:Rate 91.7% Median 662496"
246,State South University of Science and Technology 246,Autonomous,Himachal Pradesh,City_Himachal_47,1988,C,1.75,UGC;AICTE,87,36,13,38,92,,56,206,168729,30,53.7,399822,TCS;Wipro;Startups;ConsultingFirms,"BasicInfo:Established 1988;Infra:Hostel 262 seats, Library 168729 books;Management:StateRun;Education:UG 87,PG 36,PhD 38;Finance:Moderate;Rankings:NIRF 92;Placement:Rate 53.7% Median 399822"
247,Indian Institute of Technology Indore,Central,Andaman & Nicobar,Indore,1997,B,2.49,UGC;AICTE;PCI,45,10,9,32,92,,168,157,1000,1,75.2,260679,StateCorp;Infosys;ConsultingFirms;Accenture,"BasicInfo:Established 1997;Infra:Hostel 325 seats, Library 1000 books;Management:StateRun;Education:UG 45,PG 10,PhD 32;Finance:Moderate;Rankings:NIRF 92;Placement:Rate 75.2% Median 260679"
248,National Institute of Technology Jalandhar,Central,Madhya Pradesh,Jalandhar,1972,B,2.18,AICTE,13,60,1,23,,,198,223,1000,80,45.4,460484,Wipro;Accenture;Infosys;ConsultingFirms,"BasicInfo:Established 1972;Infra:Hostel 421 seats, Library 1000 books;Management:StateRun;Education:UG 13,PG 60,PhD 23;Finance:Moderate;Rankings:NIRF ;Placement:Rate 45.4% Median 460484"
249,State North Institute of Science 249,Central,Meghalaya,City_Meghalaya_50,1997,B++,2.74,UGC;AICTE,50,62,18,35,,,136,0,178813,1,74.9,128635,LocalBanks;ConsultingFirms;TCS;Infosys,"BasicInfo:Established 1997;Infra:Hostel 136 seats, Library 178813 books;Management:StateRun;Education:UG 50,PG 62,PhD 35;Finance:Moderate;Rankings:NIRF ;Placement:Rate 74.9% Median 128635"
250,State North Vishwavidyalaya 250,Deemed,Tripura,City_Tripura_1,1956,A+,3.71,UGC;AICTE;PCI,59,30,20,14,,,0,58,35457,25,77.6,361950,Wipro;Accenture;LocalBanks;ConsultingFirms,"BasicInfo:Established 1956;Infra:Hostel 58 seats, Library 35457 books;Management:StateRun;Education:UG 59,PG 30,PhD 14;Finance:Moderate;Rankings:NIRF ;Placement:Rate 77.6% Median 361950"
251,Government South Institute of Technology 251,Central,Kerala,City_Kerala_2,1951,A,3.4,UGC;AICTE;PCI,83,93,20,17,,,280,0,67091,1,39.4,292475,StateCorp;ConsultingFirms;Startups;Infosys,"BasicInfo:Established 1951;Infra:Hostel 280 seats, Library 67091 books;Management:StateRun;Education:UG 83,PG 93,PhD 17;Finance:Moderate;Rankings:NIRF ;Placement:Rate 39.4% Median 292475"
252,National East Institute of Technology 252,State,Andaman & Nicobar,City_Andaman_3,2000,B++,3.01,UGC,135,86,11,35,84,,0,173,84939,32,84.7,132236,Accenture;ConsultingFirms;LocalBanks;LocalCompanies,"BasicInfo:Established 2000;Infra:Hostel 173 seats, Library 84939 books;Management:StateRun;Education:UG 135,PG 86,PhD 35;Finance:Moderate;Rankings:NIRF 84;Placement:Rate 84.7% Median 132236"
253,Modern Metro Vishwavidyalaya 253,State,Rajasthan,City_Rajasthan_4,1985,A,3.03,NAAC,53,21,16,15,,,247,232,1000,1,39.5,142516,LocalCompanies;StateCorp;LocalBanks;Infosys,"BasicInfo:Established 1985;Infra:Hostel 479 seats, Library 1000 books;Management:StateRun;Education:UG 53,PG 21,PhD 15;Finance:Moderate;Rankings:NIRF ;Placement:Rate 39.5% Median 142516"
254,Indian Institute of Technology Mandi,Central,Jammu & Kashmir,Mandi,1987,A,3.19,UGC;AICTE,108,51,1,37,,,382,248,29861,54,38.8,100429,Wipro;LocalBanks;Startups;StateCorp,"BasicInfo:Established 1987;Infra:Hostel 630 seats, Library 29861 books;Management:StateRun;Education:UG 108,PG 51,PhD 37;Finance:Moderate;Rankings:NIRF ;Placement:Rate 38.8% Median 100429"
255,Global West Institute of Science 255,State,Tamil Nadu,City_Tamil_6,2014,A,3.23,AICTE,147,25,9,6,,,29,78,163789,72,79.6,421329,Startups;Infosys;LocalBanks;ConsultingFirms,"BasicInfo:Established 2014;Infra:Hostel 107 seats, Library 163789 books;Management:StateRun;Education:UG 147,PG 25,PhD 6;Finance:Moderate;Rankings:NIRF ;Placement:Rate 79.6% Median 421329"
256,Global South University of Science and Technology 256,Deemed,Sikkim,City_Sikkim_7,1961,A,3.18,AICTE,83,55,10,23,,,285,162,1000,43,79.4,600841,Accenture;ConsultingFirms;Wipro;LocalCompanies,"BasicInfo:Established 1961;Infra:Hostel 447 seats, Library 1000 books;Management:StateRun;Education:UG 83,PG 55,PhD 23;Finance:Moderate;Rankings:NIRF ;Placement:Rate 79.4% Median 600841"
257,State South Institute of Technology 257,State,Ladakh,City_Ladakh_8,1965,B,2.05,UGC;AICTE,140,40,13,3,,,223,214,121012,10,95.9,457517,Infosys;ConsultingFirms;TCS;Startups,"BasicInfo:Established 1965;Infra:Hostel 437 seats, Library 121012 books;Management:StateRun;Education:UG 140,PG 40,PhD 3;Finance:Moderate;Rankings:NIRF ;Placement:Rate 95.9% Median 457517"
258,Tech East Institute 258,State,Kerala,City_Kerala_9,1960,B++,3.07,AICTE,85,83,1,0,90,,116,17,85160,43,69.2,818623,Startups;Accenture;TCS;StateCorp,"BasicInfo:Established 1960;Infra:Hostel 133 seats, Library 85160 books;Management:StateRun;Education:UG 85,PG 83,PhD 0;Finance:Moderate;Rankings:NIRF 90;Placement:Rate 69.2% Median 818623"
259,Central North Institute of Technology 259,Central,Himachal Pradesh,City_Himachal_10,2005,B++,2.84,UGC;AICTE,114,63,12,0,,,141,64,165553,18,69.1,593532,LocalCompanies;Wipro;LocalBanks;Infosys,"BasicInfo:Established 2005;Infra:Hostel 205 seats, Library 165553 books;Management:StateRun;Education:UG 114,PG 63,PhD 0;Finance:Moderate;Rankings:NIRF ;Placement:Rate 69.1% Median 593532"
260,Modern Central University of Science and Technology 260,Autonomous,Madhya Pradesh,City_Madhya_11,1952,B+,2.55,AICTE,62,90,11,19,,,201,70,105906,32,69.8,268491,Infosys;TCS;Wipro;Accenture,"BasicInfo:Established 1952;Infra:Hostel 271 seats, Library 105906 books;Management:StateRun;Education:UG 62,PG 90,PhD 19;Finance:Moderate;Rankings:NIRF ;Placement:Rate 69.8% Median 268491"
261,Central North University 261,Central,Punjab,City_Punjab_12,1987,B++,2.93,UGC;AICTE;PCI,139,45,13,8,71,,70,277,99360,40,32.7,702985,LocalBanks;Startups;Infosys;TCS,"BasicInfo:Established 1987;Infra:Hostel 347 seats, Library 99360 books;Management:StateRun;Education:UG 139,PG 45,PhD 8;Finance:Moderate;Rankings:NIRF 71;Placement:Rate 32.7% Median 702985"
262,National Institute of Technology Nagpur,Central,Manipur,Nagpur,1974,B+,2.74,AICTE,59,95,0,37,,,210,73,1000,1,85.0,50000,ConsultingFirms;Infosys;LocalCompanies;Startups,"BasicInfo:Established 1974;Infra:Hostel 283 seats, Library 1000 books;Management:StateRun;Education:UG 59,PG 95,PhD 37;Finance:Moderate;Rankings:NIRF ;Placement:Rate 85.0% Median 50000"
263,Government Metro Institute of Technology 263,Deemed,Mizoram,City_Mizoram_14,2018,B++,2.9,UGC;AICTE;PCI,17,86,3,1,,,177,85,1000,1,84.7,361025,LocalCompanies;TCS;Wipro;StateCorp,"BasicInfo:Established 2018;Infra:Hostel 262 seats, Library 1000 books;Management:StateRun;Education:UG 17,PG 86,PhD 1;Finance:Moderate;Rankings:NIRF ;Placement:Rate 84.7% Median 361025"
264,Global West Vishwavidyalaya 264,State,Jharkhand,City_Jharkhand_15,1976,B+,2.62,UGC,82,55,3,33,,,22,212,171627,5,54.1,267990,Accenture;Infosys;Wipro;LocalCompanies,"BasicInfo:Established 1976;Infra:Hostel 234 seats, Library 171627 books;Management:StateRun;Education:UG 82,PG 55,PhD 33;Finance:Moderate;Rankings:NIRF ;Placement:Rate 54.1% Median 267990"
265,State North Vishwavidyalaya 265,Central,Gujarat,City_Gujarat_16,2013,A,3.1,AICTE,72,68,6,22,,,211,122,1000,46,80.7,50000,StateCorp;Accenture;TCS;LocalCompanies,"BasicInfo:Established 2013;Infra:Hostel 333 seats, Library 1000 books;Management:StateRun;Education:UG 72,PG 68,PhD 22;Finance:Moderate;Rankings:NIRF ;Placement:Rate 80.7% Median 50000"
